n_focals,k_add,cond,xeu,n_p,n_a,n_t,n_fod,n_focals2,belg_size,belg_time,proper_belg,dt_ok,dt_size,dt_time,dt_max_lg,ct_ok,ct_size,ct_time,ct_max_lg,tt_ok,tt_size,tt_time,tt_max_lg
6,5,dempster,TBEU,3,2;3;2,3,22,6,972,0.000965,True,None,31824,0.589495,9,None,9984,0.121217,7,None,792,0.007554,3,
6,5,dempster,TBEU,3,3;3;2,2,7,6,432,0.000624,True,None,10530,0.192452,6,None,10098,0.111837,5,None,378,0.002921,3,
6,5,dempster,TBEU,3,3;3;2,2,8,6,432,0.000656,True,None,11664,0.201626,6,None,10116,0.112409,5,None,432,0.003363,3,
6,5,dempster,TBEU,3,3;3;2,3,17,6,1458,0.000888,True,None,157464,2.897877,9,None,21582,0.258986,6,None,918,0.007272,3,
6,5,dempster,TBEU,3,3;3;2,3,20,6,1458,0.000905,True,None,155196,2.835785,9,None,33156,0.431667,7,None,1080,0.008645,3,
6,5,dempster,TBEU,3,2;2;3,2,8,6,288,0.000626,True,None,3432,0.058458,6,None,4356,0.050293,5,None,288,0.002775,3,
6,5,dempster,TBEU,3,2;2;3,2,7,6,288,0.000568,True,None,4560,0.080719,6,None,3756,0.043841,5,None,252,0.002295,3,
6,5,dempster,TBEU,3,2;2;3,3,15,6,972,0.000922,True,None,49968,0.946214,9,None,10188,0.123761,6,None,540,0.005021,3,
6,5,dempster,TBEU,3,2;2;3,3,17,6,972,0.000926,True,None,37584,0.715519,9,None,8724,0.107193,7,None,612,0.005775,3,
6,5,dempster,TBEU,3,3;2;3,2,8,6,432,0.000565,True,None,10260,0.163214,6,None,8046,0.089526,5,None,432,0.003371,3,
6,5,dempster,TBEU,3,3;2;3,2,8,6,432,0.000580,True,None,11664,0.214944,6,None,12420,0.145628,5,None,432,0.003353,3,
6,5,dempster,TBEU,3,3;2;3,3,18,6,1458,0.000925,True,None,190512,3.619356,9,None,28026,0.359463,7,None,972,0.007689,3,
6,5,dempster,TBEU,3,3;2;3,3,16,6,1458,0.000885,True,None,83592,1.389966,8,None,19584,0.233762,7,None,864,0.006749,3,
6,5,dempster,TBEU,3,2;3;3,2,8,6,432,0.000594,True,None,10260,0.190843,6,None,10314,0.124296,5,None,432,0.003357,3,
6,5,dempster,TBEU,3,2;3;3,2,8,6,432,0.000597,True,None,11664,0.210898,6,None,9918,0.112470,5,None,432,0.003361,3,
6,5,dempster,TBEU,3,2;3;3,3,18,6,1458,0.000965,True,None,107244,2.046230,9,None,21222,0.245172,6,None,972,0.007746,3,
6,5,dempster,TBEU,3,2;3;3,3,19,6,1458,0.000900,True,None,75816,1.392254,8,None,29376,0.381418,7,None,1026,0.008156,3,
6,5,dempster,TBEU,3,3;3;3,2,8,6,648,0.000580,True,None,26244,0.438413,6,None,16038,0.169336,5,None,648,0.004476,3,
6,5,dempster,TBEU,3,3;3;3,2,8,6,648,0.000566,True,None,19926,0.387813,6,None,21141,0.245682,5,None,648,0.004442,3,
6,5,dempster,TBEU,3,3;3;3,3,18,6,2187,0.000875,True,None,317115,5.524980,9,None,38313,0.480952,6,None,1458,0.010201,3,
6,5,dempster,TBEU,3,3;3;3,3,17,6,2187,0.000907,True,None,391473,7.332689,9,None,30375,0.390364,6,None,1377,0.009791,3,
6,6,dempster,TBEU,2,2;2,2,4,3,32,0.000530,True,None,192,0.002531,4,None,112,0.001280,3,None,32,0.000359,2,
6,6,dempster,TBEU,2,2;2,2,4,4,32,0.000449,True,None,200,0.002638,4,None,112,0.001345,3,None,32,0.000360,2,
6,6,dempster,TBEU,2,2;2,3,9,6,72,0.000555,True,None,1856,0.028661,6,None,576,0.006329,4,None,72,0.001026,2,
6,6,dempster,TBEU,2,2;2,3,9,6,72,0.000537,True,None,1760,0.028059,6,None,424,0.005017,4,None,72,0.001128,2,
6,6,dempster,TBEU,2,3;2,2,4,4,48,0.000499,True,None,576,0.007169,4,None,228,0.002163,3,None,48,0.000500,2,
6,6,dempster,TBEU,2,3;2,2,4,4,48,0.000532,True,None,576,0.007072,4,None,228,0.002242,3,None,48,0.000469,2,
6,6,dempster,TBEU,2,3;2,3,9,6,108,0.000553,True,None,5904,0.092398,6,None,948,0.009789,4,None,108,0.001204,2,
6,6,dempster,TBEU,2,3;2,3,9,6,108,0.000566,True,None,3924,0.057775,6,None,990,0.010377,4,None,108,0.001211,2,
6,6,dempster,TBEU,2,2;3,2,4,3,48,0.000504,True,None,432,0.007026,4,None,228,0.002131,3,None,48,0.000423,2,
6,6,dempster,TBEU,2,2;3,2,4,3,48,0.000559,True,None,432,0.005446,4,None,204,0.002331,3,None,48,0.000684,2,
6,6,dempster,TBEU,2,2;3,3,9,6,108,0.000561,True,None,5904,0.087320,6,None,984,0.009757,4,None,108,0.001272,2,
6,6,dempster,TBEU,2,2;3,3,9,6,108,0.000972,True,None,5148,0.082949,6,None,1362,0.013988,4,None,108,0.001261,2,
6,6,dempster,TBEU,2,3;3,2,4,6,72,0.000448,True,None,1701,0.021379,4,None,396,0.003534,3,None,72,0.000622,2,
6,6,dempster,TBEU,2,3;3,2,4,4,72,0.000493,True,None,1296,0.014785,4,None,396,0.003407,3,None,72,0.000558,2,
6,6,dempster,TBEU,2,3;3,3,9,6,162,0.000560,True,None,23085,0.354134,6,None,2430,0.024303,4,None,162,0.001493,2,
6,6,dempster,TBEU,2,3;3,3,8,6,162,0.000552,True,None,19035,0.266846,6,None,1566,0.014998,4,None,144,0.001278,2,
6,6,dempster,TBEU,3,2;2;2,2,8,6,192,0.000626,True,None,2080,0.039825,6,None,2592,0.033539,5,None,192,0.002090,3,
6,6,dempster,TBEU,3,2;2;2,2,8,5,192,0.000606,True,None,1920,0.035667,6,None,2360,0.029679,5,None,192,0.002045,3,
6,6,dempster,TBEU,3,2;2;2,3,22,6,648,0.000955,True,None,16256,0.359231,9,None,7488,0.094980,6,None,528,0.006257,3,
6,6,dempster,TBEU,3,2;2;2,3,18,6,648,0.000893,True,None,18816,0.385847,9,None,7560,0.104388,7,None,432,0.004927,3,
6,6,dempster,TBEU,3,3;2;2,2,8,6,288,0.000588,True,None,5184,0.100110,6,None,6696,0.083018,5,None,288,0.002719,3,
6,6,dempster,TBEU,3,3;2;2,2,8,5,288,0.000618,True,None,2976,0.061346,6,None,4296,0.050802,5,None,288,0.002666,3,
6,6,dempster,TBEU,3,3;2;2,3,24,6,972,0.000970,True,None,62496,1.359469,9,None,15312,0.211681,7,None,864,0.008519,3,
6,6,dempster,TBEU,3,3;2;2,3,21,6,972,0.000949,True,None,40320,0.859545,9,None,17796,0.227166,7,None,756,0.007256,3,
6,6,dempster,TBEU,3,2;3;2,2,8,6,288,0.000621,True,None,5184,0.094222,6,None,5364,0.064813,5,None,288,0.002726,3,
6,6,dempster,TBEU,3,2;3;2,2,8,6,288,0.000656,True,None,4680,0.099672,6,None,7032,0.083488,5,None,288,0.002689,3,
6,6,dempster,TBEU,3,2;3;2,3,19,6,972,0.000971,True,None,62496,1.366236,9,None,17316,0.224956,7,None,684,0.006469,3,
6,6,dempster,TBEU,3,2;3;2,3,20,6,972,0.000921,True,None,72144,1.393070,9,None,12528,0.159695,6,None,720,0.006784,3,
6,6,dempster,TBEU,3,3;3;2,2,8,6,432,0.000606,True,None,9936,0.181346,6,None,10332,0.123726,5,None,432,0.003332,3,
6,6,dempster,TBEU,3,3;3;2,2,8,6,432,0.000643,True,None,8856,0.169836,6,None,9684,0.114373,5,None,432,0.003403,3,
6,6,dempster,TBEU,3,3;3;2,3,19,6,1458,0.000969,True,None,166212,3.538115,9,None,36846,0.506832,7,None,1026,0.008273,3,
6,6,dempster,TBEU,3,3;3;2,3,18,6,1458,0.001030,True,None,191484,4.032070,9,None,30222,0.381236,7,None,972,0.008040,3,
6,6,dempster,TBEU,3,2;2;3,2,8,6,288,0.000630,True,None,4680,0.096187,6,None,5580,0.067151,5,None,288,0.002603,3,
6,6,dempster,TBEU,3,2;2;3,2,8,6,288,0.000678,True,None,4176,0.084671,6,None,5580,0.065950,5,None,288,0.002656,3,
6,6,dempster,TBEU,3,2;2;3,3,20,6,972,0.000947,True,None,45504,0.973899,9,None,14364,0.183095,7,None,720,0.006828,3,
6,6,dempster,TBEU,3,2;2;3,3,20,6,972,0.000950,True,None,82368,1.740612,9,None,15396,0.214077,7,None,720,0.006998,3,
6,6,dempster,TBEU,3,3;2;3,2,8,6,432,0.000659,True,None,10530,0.202621,6,None,11052,0.138476,5,None,432,0.003431,3,
6,6,dempster,TBEU,3,3;2;3,2,8,6,432,0.000624,True,None,11664,0.232299,6,None,12600,0.146023,5,None,432,0.003342,3,
6,6,dempster,TBEU,3,3;2;3,3,20,6,1458,0.000974,True,None,134784,2.732729,9,None,33840,0.469175,7,None,1080,0.008888,3,
6,6,dempster,TBEU,3,3;2;3,3,20,6,1458,0.000933,True,None,277992,5.835001,9,None,44586,0.620621,7,None,1080,0.008821,3,
6,6,dempster,TBEU,3,2;3;3,2,8,6,432,0.000601,True,None,9864,0.187321,6,None,10332,0.117255,5,None,432,0.003356,3,
6,6,dempster,TBEU,3,2;3;3,2,8,6,432,0.000604,True,None,11664,0.220224,6,None,9774,0.112795,5,None,432,0.003334,3,
6,6,dempster,TBEU,3,2;3;3,3,20,6,1458,0.000970,True,None,203148,4.257548,9,None,43200,0.573760,7,None,1080,0.008692,3,
6,6,dempster,TBEU,3,2;3;3,3,20,6,1458,0.000982,True,None,186624,4.099521,9,None,35424,0.459607,7,None,1080,0.008760,3,
6,6,dempster,TBEU,3,3;3;3,2,8,6,648,0.000609,True,None,23085,0.438235,6,None,21627,0.245344,5,None,648,0.004354,3,
6,6,dempster,TBEU,3,3;3;3,2,8,6,648,0.000635,True,None,23085,0.443948,6,None,23166,0.269495,5,None,648,0.004389,3,
6,6,dempster,TBEU,3,3;3;3,3,18,6,2187,0.000931,True,None,813564,16.045768,9,None,66744,0.839843,7,None,1458,0.010426,3,
6,6,dempster,TBEU,3,3;3;3,3,20,6,2187,0.000954,True,None,527067,11.342320,9,None,90153,1.202106,7,None,1620,0.016376,3,
6,7,dempster,TBEU,2,2;2,2,4,4,32,0.000542,True,None,256,0.003330,4,None,128,0.001512,3,None,32,0.000385,2,
6,7,dempster,TBEU,2,2;2,2,4,2,32,0.000477,True,None,128,0.001987,4,None,112,0.001299,3,None,32,0.000391,2,
6,7,dempster,TBEU,2,2;2,3,8,6,72,0.000916,True,None,1856,0.029255,6,None,480,0.005454,4,None,64,0.000931,2,
6,7,dempster,TBEU,2,2;2,3,9,6,72,0.000542,True,None,1632,0.028368,6,None,640,0.007384,4,None,72,0.000988,2,
6,7,dempster,TBEU,2,3;2,2,4,3,48,0.000497,True,None,432,0.006274,4,None,204,0.001967,3,None,48,0.000527,2,
6,7,dempster,TBEU,2,3;2,2,4,4,48,0.000498,True,None,576,0.007474,4,None,228,0.002403,3,None,48,0.000479,2,
6,7,dempster,TBEU,2,3;2,3,9,6,108,0.000585,True,None,5904,0.100980,6,None,1326,0.013846,4,None,108,0.001292,2,
6,7,dempster,TBEU,2,3;2,3,8,6,108,0.000574,True,None,4932,0.075722,6,None,1104,0.011670,4,None,96,0.001218,2,
6,7,dempster,TBEU,2,2;3,2,4,4,48,0.000616,True,None,576,0.007231,4,None,228,0.002266,3,None,48,0.000457,2,
6,7,dempster,TBEU,2,2;3,2,4,4,48,0.000655,True,None,576,0.007326,4,None,228,0.002216,3,None,48,0.000469,2,
6,7,dempster,TBEU,2,2;3,3,9,6,108,0.000599,True,None,4968,0.078478,6,None,1008,0.010404,4,None,108,0.001213,2,
6,7,dempster,TBEU,2,2;3,3,9,6,108,0.000600,True,None,7776,0.136983,6,None,1434,0.014919,4,None,108,0.001251,2,
6,7,dempster,TBEU,2,3;3,2,4,4,72,0.000494,True,None,1296,0.015619,4,None,396,0.003424,3,None,72,0.000571,2,
6,7,dempster,TBEU,2,3;3,2,4,4,72,0.000466,True,None,1296,0.015730,4,None,396,0.003629,3,None,72,0.000757,2,
6,7,dempster,TBEU,2,3;3,3,9,6,162,0.000597,True,None,10449,0.164132,6,None,2313,0.022700,4,None,162,0.001426,2,
6,7,dempster,TBEU,2,3;3,3,9,6,162,0.000612,True,None,19926,0.323668,6,None,2151,0.021077,4,None,162,0.001481,2,
6,7,dempster,TBEU,3,2;2;2,2,8,6,192,0.000655,True,None,2304,0.052412,6,None,3952,0.051388,5,None,192,0.002208,3,
6,7,dempster,TBEU,3,2;2;2,2,8,6,192,0.000620,True,None,2304,0.047526,6,None,2912,0.038758,5,None,192,0.002116,3,
6,7,dempster,TBEU,3,2;2;2,3,21,6,648,0.000944,True,None,20224,0.449264,9,None,8864,0.117393,7,None,504,0.005969,3,
6,7,dempster,TBEU,3,2;2;2,3,23,6,648,0.000936,True,None,19968,0.464761,9,None,9312,0.124490,7,None,552,0.006625,3,
6,7,dempster,TBEU,3,3;2;2,2,8,6,288,0.000620,True,None,5184,0.104126,6,None,7920,0.094629,5,None,288,0.002696,3,
6,7,dempster,TBEU,3,3;2;2,2,8,6,288,0.000720,True,None,5184,0.110384,6,None,6912,0.083983,5,None,288,0.002647,3,
6,7,dempster,TBEU,3,3;2;2,3,20,6,972,0.000923,True,None,45072,1.002567,9,None,13608,0.185791,6,None,720,0.006881,3,
6,7,dempster,TBEU,3,3;2;2,3,19,6,972,0.000964,True,None,76032,1.676723,9,None,12636,0.153094,6,None,684,0.006570,3,
6,7,dempster,TBEU,3,2;3;2,2,8,6,288,0.000635,True,None,5184,0.101573,6,None,5772,0.069029,5,None,288,0.002578,3,
6,7,dempster,TBEU,3,2;3;2,2,8,6,288,0.000601,True,None,5184,0.108867,6,None,5736,0.070119,5,None,288,0.002600,3,
6,7,dempster,TBEU,3,2;3;2,3,19,6,972,0.000973,True,None,76032,1.751927,9,None,24324,0.345405,7,None,684,0.006605,3,
6,7,dempster,TBEU,3,2;3;2,3,22,6,972,0.001009,True,None,57888,1.313064,9,None,17100,0.240128,7,None,792,0.007570,3,
6,7,dempster,TBEU,3,3;3;2,2,8,6,432,0.000645,True,None,11664,0.253867,6,None,10962,0.138846,5,None,432,0.003407,3,
6,7,dempster,TBEU,3,3;3;2,2,8,6,432,0.000626,True,None,11664,0.237217,6,None,11034,0.123731,5,None,432,0.003320,3,
6,7,dempster,TBEU,3,3;3;2,3,20,6,1458,0.000999,True,None,186624,4.413920,9,None,46098,0.629606,7,None,1080,0.008601,3,
6,7,dempster,TBEU,3,3;3;2,3,22,6,1458,0.000971,True,None,171720,3.759767,9,None,30042,0.395324,6,None,1188,0.009656,3,
6,7,dempster,TBEU,3,2;2;3,2,7,6,288,0.000740,True,None,5184,0.103546,6,None,4968,0.064706,5,None,252,0.002336,3,
6,7,dempster,TBEU,3,2;2;3,2,8,6,288,0.000652,True,None,5184,0.117854,6,None,7356,0.093848,5,None,288,0.002629,3,
6,7,dempster,TBEU,3,2;2;3,3,24,6,972,0.000989,True,None,82368,1.997854,9,None,23688,0.319523,7,None,864,0.008574,3,
6,7,dempster,TBEU,3,2;2;3,3,21,6,972,0.001004,True,None,71136,1.616311,9,None,16680,0.232637,7,None,756,0.007404,3,
6,7,dempster,TBEU,3,3;2;3,2,8,6,432,0.000638,True,None,11664,0.227424,6,None,9936,0.117033,5,None,432,0.003385,3,
6,7,dempster,TBEU,3,3;2;3,2,8,6,432,0.000655,True,None,11664,0.256669,6,None,12456,0.156653,5,None,432,0.003411,3,
6,7,dempster,TBEU,3,3;2;3,3,22,6,1458,0.000981,True,None,174960,4.174732,9,None,41598,0.654958,7,None,1188,0.009912,3,
6,7,dempster,TBEU,3,3;2;3,3,22,6,1458,0.000975,True,None,186624,4.224370,9,None,45450,0.614461,6,None,1188,0.009859,3,
6,7,dempster,TBEU,3,2;3;3,2,8,6,432,0.000712,True,None,11664,0.266220,6,None,12402,0.160063,5,None,432,0.003358,3,
6,7,dempster,TBEU,3,2;3;3,2,8,6,432,0.000672,True,None,11664,0.241542,6,None,12546,0.149994,5,None,432,0.003376,3,
6,7,dempster,TBEU,3,2;3;3,3,21,6,1458,0.000959,True,None,198288,4.484927,9,None,56916,0.739873,7,None,1134,0.009341,3,
6,7,dempster,TBEU,3,2;3;3,3,22,6,1458,0.001038,True,None,314928,7.034877,9,None,56934,0.721996,7,None,1188,0.009834,3,
6,7,dempster,TBEU,3,3;3;3,2,8,6,648,0.000643,True,None,26244,0.563188,6,None,28269,0.337964,5,None,648,0.004504,3,
6,7,dempster,TBEU,3,3;3;3,2,8,6,648,0.000636,True,None,26244,0.558636,6,None,26244,0.303769,5,None,648,0.004415,3,
6,7,dempster,TBEU,3,3;3;3,3,21,6,2187,0.000987,True,None,688905,15.949761,9,None,96957,1.333380,7,None,1701,0.012360,3,
6,7,dempster,TBEU,3,3;3;3,3,24,6,2187,0.001054,True,None,1062882,25.348973,9,None,174393,2.622254,7,None,1944,0.014379,3,
6,8,dempster,TBEU,2,2;2,2,4,2,32,0.000605,True,None,128,0.001691,4,None,112,0.001257,3,None,32,0.000342,2,
6,8,dempster,TBEU,2,2;2,2,4,2,32,0.000498,True,None,128,0.001837,4,None,112,0.001209,3,None,32,0.000331,2,
6,8,dempster,TBEU,2,2;2,3,9,6,72,0.000584,True,None,2080,0.034659,6,None,616,0.008168,4,None,72,0.001202,2,
6,8,dempster,TBEU,2,2;2,3,9,6,72,0.000582,True,None,1856,0.032314,6,None,608,0.007454,4,None,72,0.001083,2,
6,8,dempster,TBEU,2,3;2,2,4,2,48,0.000566,True,None,288,0.003812,4,None,204,0.001973,3,None,48,0.000442,2,
6,8,dempster,TBEU,2,3;2,2,4,2,48,0.000526,True,None,288,0.003941,4,None,204,0.001939,3,None,48,0.000487,2,
6,8,dempster,TBEU,2,3;2,3,9,6,108,0.000744,True,None,7776,0.133465,6,None,1290,0.013431,4,None,108,0.001250,2,
6,8,dempster,TBEU,2,3;2,3,9,6,108,0.000597,True,None,4572,0.078506,6,None,1152,0.011825,4,None,108,0.001209,2,
6,8,dempster,TBEU,2,2;3,2,4,3,48,0.000561,True,None,432,0.005771,4,None,228,0.002096,3,None,48,0.000582,2,
6,8,dempster,TBEU,2,2;3,2,4,3,48,0.000611,True,None,432,0.005739,4,None,228,0.002128,3,None,48,0.000436,2,
6,8,dempster,TBEU,2,2;3,3,9,6,108,0.000596,True,None,7020,0.127735,6,None,1542,0.016074,4,None,108,0.001212,2,
6,8,dempster,TBEU,2,2;3,3,9,6,108,0.000607,True,None,7776,0.128152,6,None,1002,0.010145,4,None,108,0.001222,2,
6,8,dempster,TBEU,2,3;3,2,4,3,72,0.000547,True,None,972,0.011896,4,None,396,0.003332,3,None,72,0.000544,2,
6,8,dempster,TBEU,2,3;3,2,4,4,72,0.000488,True,None,1296,0.014719,4,None,396,0.003377,3,None,72,0.000565,2,
6,8,dempster,TBEU,2,3;3,3,9,6,162,0.000577,True,None,19926,0.327906,6,None,2556,0.024853,4,None,162,0.001494,2,
6,8,dempster,TBEU,2,3;3,3,9,6,162,0.000626,True,None,16767,0.318332,6,None,3006,0.029937,4,None,162,0.001436,2,
6,8,dempster,TBEU,3,2;2;2,2,8,6,192,0.000663,True,None,2304,0.052218,6,None,3216,0.043328,5,None,192,0.002162,3,
6,8,dempster,TBEU,3,2;2;2,2,8,6,192,0.000651,True,None,2304,0.048423,6,None,3392,0.046368,5,None,192,0.002145,3,
6,8,dempster,TBEU,3,2;2;2,3,23,6,648,0.001099,True,None,21376,0.549478,9,None,12928,0.184875,7,None,552,0.006846,3,
6,8,dempster,TBEU,3,2;2;2,3,19,6,648,0.000968,True,None,17408,0.396731,9,None,10800,0.158122,7,None,456,0.005317,3,
6,8,dempster,TBEU,3,3;2;2,2,8,6,288,0.000644,True,None,5184,0.113366,6,None,6444,0.080759,5,None,288,0.004511,3,
6,8,dempster,TBEU,3,3;2;2,2,8,4,288,0.001036,True,None,3456,0.078378,6,None,5556,0.074722,5,None,288,0.002486,3,
6,8,dempster,TBEU,3,3;2;2,3,24,6,972,0.001020,True,None,65088,1.751425,9,None,29244,0.482852,7,None,864,0.008479,3,
6,8,dempster,TBEU,3,3;2;2,3,23,6,972,0.001021,True,None,76032,2.030073,9,None,36576,0.597423,7,None,828,0.008332,3,
6,8,dempster,TBEU,3,2;3;2,2,8,6,288,0.000682,True,None,5184,0.124713,6,None,6756,0.092176,5,None,288,0.002671,3,
6,8,dempster,TBEU,3,2;3;2,2,8,6,288,0.000656,True,None,5184,0.116869,6,None,7272,0.090768,5,None,288,0.002651,3,
6,8,dempster,TBEU,3,2;3;2,3,25,6,972,0.001004,True,None,65088,1.617362,9,None,28572,0.417088,7,None,900,0.008769,3,
6,8,dempster,TBEU,3,2;3;2,3,22,6,972,0.001008,True,None,71424,1.893442,9,None,24480,0.366143,7,None,792,0.007787,3,
6,8,dempster,TBEU,3,3;3;2,2,8,6,432,0.000659,True,None,11664,0.247251,6,None,15552,0.182842,5,None,432,0.003327,3,
6,8,dempster,TBEU,3,3;3;2,2,8,6,432,0.000650,True,None,11664,0.243229,6,None,14346,0.171969,5,None,432,0.003388,3,
6,8,dempster,TBEU,3,3;3;2,3,21,6,1458,0.000959,True,None,240084,5.422468,9,None,48996,0.735418,7,None,1134,0.009157,3,
6,8,dempster,TBEU,3,3;3;2,3,23,6,1458,0.000982,True,None,198288,4.926622,9,None,86040,1.268996,7,None,1242,0.010280,3,
6,8,dempster,TBEU,3,2;2;3,2,8,6,288,0.000743,True,None,5184,0.121492,6,None,7908,0.103329,5,None,288,0.002688,3,
6,8,dempster,TBEU,3,2;2;3,2,8,6,288,0.000679,True,None,5184,0.123078,6,None,7512,0.100588,5,None,288,0.004412,3,
6,8,dempster,TBEU,3,2;2;3,3,22,6,972,0.001077,True,None,72144,1.895606,9,None,32436,0.498913,7,None,792,0.007674,3,
6,8,dempster,TBEU,3,2;2;3,3,22,6,972,0.001012,True,None,84672,2.221526,9,None,28560,0.438591,7,None,792,0.007914,3,
6,8,dempster,TBEU,3,3;2;3,2,8,6,432,0.000665,True,None,11664,0.258059,6,None,15822,0.192856,5,None,432,0.003399,3,
6,8,dempster,TBEU,3,3;2;3,2,8,5,432,0.000700,True,None,9720,0.225717,6,None,13284,0.171408,5,None,432,0.003324,3,
6,8,dempster,TBEU,3,3;2;3,3,24,6,1458,0.001009,True,None,285768,7.312152,9,None,81108,1.258683,7,None,1296,0.011415,3,
6,8,dempster,TBEU,3,3;2;3,3,24,6,1458,0.000994,True,None,314928,7.221266,9,None,55746,0.799643,7,None,1296,0.011045,3,
6,8,dempster,TBEU,3,2;3;3,2,8,6,432,0.000710,True,None,11664,0.296792,6,None,11772,0.161606,5,None,432,0.003502,3,
6,8,dempster,TBEU,3,2;3;3,2,8,6,432,0.000706,True,None,11664,0.284604,6,None,14346,0.187770,5,None,432,0.003448,3,
6,8,dempster,TBEU,3,2;3;3,3,24,6,1458,0.001050,True,None,232308,6.409908,9,None,77562,1.164249,7,None,1296,0.010706,3,
6,8,dempster,TBEU,3,2;3;3,3,22,6,1458,0.001011,True,None,241056,6.173331,9,None,64278,0.932817,7,None,1188,0.009623,3,
6,8,dempster,TBEU,3,3;3;3,2,8,6,648,0.000732,True,None,26244,0.582343,6,None,25677,0.322346,5,None,648,0.004513,3,
6,8,dempster,TBEU,3,3;3;3,2,8,6,648,0.000641,True,None,23085,0.460675,6,None,21627,0.255605,5,None,648,0.004503,3,
6,8,dempster,TBEU,3,3;3;3,3,21,6,2187,0.001016,True,None,938223,23.775169,9,None,177795,2.525647,7,None,1701,0.012623,3,
6,8,dempster,TBEU,3,3;3;3,3,24,6,2187,0.001046,True,None,688905,17.870849,9,None,114534,1.677495,7,None,1944,0.014301,3,
6,9,dempster,TBEU,2,2;2,2,4,3,32,0.000576,True,None,192,0.002547,4,None,128,0.001438,3,None,32,0.000365,2,
6,9,dempster,TBEU,2,2;2,2,4,2,32,0.000541,True,None,128,0.001818,4,None,112,0.001197,3,None,32,0.000326,2,
6,9,dempster,TBEU,2,2;2,3,9,6,72,0.000667,True,None,2304,0.042502,6,None,688,0.007903,4,None,72,0.001078,2,
6,9,dempster,TBEU,2,2;2,3,9,6,72,0.000581,True,None,1632,0.031990,6,None,704,0.011341,4,None,72,0.002144,2,
6,9,dempster,TBEU,2,3;2,2,4,3,48,0.000971,True,None,432,0.010938,4,None,228,0.004243,3,None,48,0.000880,2,
6,9,dempster,TBEU,2,3;2,2,4,2,48,0.001048,True,None,288,0.007979,4,None,204,0.003107,3,None,48,0.000568,2,
6,9,dempster,TBEU,2,3;2,3,9,6,108,0.000840,True,None,7776,0.139816,6,None,1056,0.011141,4,None,108,0.001249,2,
6,9,dempster,TBEU,2,3;2,3,9,6,108,0.000629,True,None,6084,0.112560,6,None,1368,0.014496,4,None,108,0.001268,2,
6,9,dempster,TBEU,2,2;3,2,4,3,48,0.000553,True,None,432,0.005531,4,None,228,0.002124,3,None,48,0.000445,2,
6,9,dempster,TBEU,2,2;3,2,4,2,48,0.000543,True,None,288,0.003945,4,None,204,0.001903,3,None,48,0.000433,2,
6,9,dempster,TBEU,2,2;3,3,9,6,108,0.000614,True,None,7776,0.142710,6,None,1434,0.015110,4,None,108,0.001272,2,
6,9,dempster,TBEU,2,2;3,3,9,6,108,0.000635,True,None,6084,0.116126,6,None,1548,0.016753,4,None,108,0.001287,2,
6,9,dempster,TBEU,2,3;3,2,4,3,72,0.000565,True,None,972,0.016726,4,None,396,0.004493,3,None,72,0.000578,2,
6,9,dempster,TBEU,2,3;3,2,4,4,72,0.000574,True,None,1296,0.016403,4,None,396,0.003615,3,None,72,0.000611,2,
6,9,dempster,TBEU,2,3;3,3,9,6,162,0.000664,True,None,23085,0.448921,6,None,2943,0.030304,4,None,162,0.001531,2,
6,9,dempster,TBEU,2,3;3,3,9,6,162,0.000664,True,None,26244,0.486900,6,None,2844,0.029122,4,None,162,0.001831,2,
6,9,dempster,TBEU,3,2;2;2,2,8,6,192,0.000718,True,None,2304,0.055636,6,None,4312,0.059945,5,None,192,0.002407,3,
6,9,dempster,TBEU,3,2;2;2,2,8,6,192,0.000703,True,None,2304,0.054167,6,None,3224,0.045092,5,None,192,0.002235,3,
6,9,dempster,TBEU,3,2;2;2,3,25,6,648,0.001104,True,None,27648,0.831705,9,None,16760,0.260510,7,None,600,0.007663,3,
6,9,dempster,TBEU,3,2;2;2,3,25,6,648,0.001042,True,None,21376,0.589312,9,None,10224,0.155154,7,None,600,0.007505,3,
6,9,dempster,TBEU,3,3;2;2,2,7,5,288,0.000746,True,None,4320,0.090241,6,None,4968,0.064674,5,None,252,0.002195,3,
6,9,dempster,TBEU,3,3;2;2,2,8,6,288,0.000682,True,None,5184,0.119656,6,None,7224,0.092812,5,None,288,0.002729,3,
6,9,dempster,TBEU,3,3;2;2,3,26,6,972,0.001076,True,None,82368,2.349302,9,None,36624,0.555699,7,None,936,0.009615,3,
6,9,dempster,TBEU,3,3;2;2,3,24,6,972,0.001066,True,None,84672,2.371677,9,None,34104,0.515676,7,None,864,0.008894,3,
6,9,dempster,TBEU,3,2;3;2,2,8,6,288,0.000725,True,None,5184,0.128768,6,None,7464,0.101923,5,None,288,0.002680,3,
6,9,dempster,TBEU,3,2;3;2,2,8,6,288,0.000700,True,None,5184,0.127903,6,None,6396,0.086320,5,None,288,0.002671,3,
6,9,dempster,TBEU,3,2;3;2,3,25,6,972,0.001117,True,None,93312,2.763490,9,None,40080,0.631366,7,None,900,0.009313,3,
6,9,dempster,TBEU,3,2;3;2,3,22,6,972,0.001071,True,None,84672,2.442122,9,None,35928,0.570862,7,None,792,0.007938,3,
6,9,dempster,TBEU,3,3;3;2,2,8,6,432,0.000710,True,None,11664,0.268505,6,None,13914,0.179844,5,None,432,0.003456,3,
